Òèðàæ;Øàð 1;Øàð 2;Øàð 3;Øàð 4;Øàð 5;Øàð 6;Øàð 7;Øàð 8;Øàð 9;Øàð 10;Øàð 11;Øàð 12;Øàð 13;Øàð 14;Øàð 15;Øàð 16;Øàð 17;Øàð 18;Øàð 19;Øàð 20
1449;9;20;13;60;18;48;57;2;45;27;40;43;50;3;52;4;21;8;36;44
1450;58;2;56;20;45;34;30;6;24;39;35;50;59;16;54;47;32;29;51;13
1451;36;32;29;13;6;53;25;18;45;35;15;21;51;46;39;37;58;24;43;7
1452;9;32;53;26;3;15;30;35;19;54;21;34;1;18;36;33;4;55;5;12
1453;40;4;56;59;25;44;12;15;3;60;19;17;35;13;23;20;14;22;54;27
1454;14;8;51;16;6;38;2;13;15;35;23;46;29;31;48;26;45;7;20;25
1455;51;59;56;58;46;29;28;34;42;8;52;7;55;36;19;32;35;44;20;41
1456;54;43;25;28;44;23;14;47;53;58;27;19;4;38;39;15;5;50;60;3
1457;45;13;12;58;52;50;39;16;5;43;49;18;59;1;29;17;30;31;27;46
1458;23;1;44;3;39;41;21;5;26;49;60;35;12;57;55;51;10;14;33;36
1459;23;1;24;35;59;18;51;27;16;26;19;50;3;40;56;49;22;47;31;4
1460;34;16;54;58;42;56;27;28;15;38;51;3;35;53;44;49;55;31;26;17
1461;26;17;49;56;34;38;53;39;11;29;30;60;52;48;40;28;50;57;33;42
1462;30;14;56;12;2;47;18;17;15;39;8;6;50;40;36;16;1;57;53;5
1463;56;55;24;52;11;57;19;47;27;59;21;39;43;31;60;46;16;23;1;44
1464;40;57;24;8;51;48;52;21;55;46;59;25;39;15;23;60;17;41;20;3
1465;60;14;32;38;35;44;45;36;33;48;58;30;47;23;7;28;53;10;39;5
1466;18;40;14;50;30;58;27;38;24;20;42;8;52;59;48;2;34;53;6;54
1467;2;30;9;8;46;53;42;13;57;60;24;45;12;38;56;20;52;54;36;21
1468;47;3;2;5;56;44;34;16;45;25;30;9;51;48;10;57;6;38;36;17
1469;34;53;58;40;42;18;43;60;4;32;7;45;12;20;14;39;6;21;37;49
1470;16;2;5;43;39;17;3;13;26;28;58;50;48;55;24;18;45;11;51;9
1471;50;23;59;3;52;27;55;42;4;22;19;30;11;24;54;15;34;6;14;58
1472;43;56;23;45;26;60;59;11;40;38;55;57;34;48;50;10;24;2;9;12
1473;13;43;46;35;52;53;59;54;1;6;44;9;55;31;29;48;22;57;27;15
1474;60;39;9;46;40;18;38;58;1;17;12;48;54;36;24;20;45;52;3;29
1475;43;17;11;49;41;40;19;59;8;2;34;56;16;23;4;58;10;51;50;32
1476;51;4;49;9;46;20;15;44;22;29;35;30;52;39;14;2;18;50;54;26
1477;53;46;2;15;5;4;24;36;41;48;42;12;28;56;47;10;9;32;58;54
1478;33;17;10;21;8;34;3;24;29;57;58;6;48;59;53;41;50;22;46;36
1479;16;22;12;10;2;44;6;3;58;33;37;47;42;29;57;56;14;4;20;19
1480;10;27;50;51;23;55;7;1;43;45;19;11;15;28;47;2;33;29;16;57
1481;2;30;60;23;8;49;27;12;45;57;52;1;39;54;40;43;5;37;22;53
1482;9;52;27;36;2;56;15;53;12;30;3;40;18;24;51;23;20;43;48;10
1483;36;24;29;40;39;44;22;32;50;12;2;55;58;54;30;48;15;10;1;11
1484;9;52;48;7;54;22;58;29;42;56;34;12;19;10;49;5;51;21;16;35
1485;50;39;14;52;51;23;60;20;38;32;3;33;37;53;31;47;7;2;30;10
1486;35;53;31;26;47;8;28;16;51;15;49;41;46;52;4;50;19;44;5;9
1487;60;20;21;30;38;55;53;36;23;9;1;15;40;4;35;14;37;33;58;50
1488;48;21;52;28;37;19;31;38;33;46;39;36;4;25;45;27;16;9;15;42
1489;44;42;23;27;8;21;7;14;55;58;17;12;18;6;11;13;35;26;34;51
1490;15;8;51;13;28;59;57;14;36;39;40;33;9;52;44;30;48;45;35;11
1491;6;40;55;8;15;21;19;23;48;29;13;31;22;20;33;10;52;17;53;18
1492;44;30;38;17;32;12;55;58;26;2;7;20;6;41;13;23;50;45;31;60
1493;37;13;58;26;41;42;4;60;55;49;31;5;33;7;25;47;35;24;52;53
1494;47;2;60;45;21;51;43;52;22;3;41;59;13;36;20;57;16;14;32;6
1495;29;23;37;4;36;60;43;51;19;25;53;1;10;5;59;27;31;26;48;30
1496;52;44;57;34;59;5;18;17;39;41;47;4;38;55;22;19;46;26;43;40
1497;45;43;22;26;42;18;34;47;46;54;21;35;28;56;14;36;48;9;12;23
1498;51;44;29;48;5;37;56;40;7;55;58;43;34;22;19;25;26;10;21;2
1499;5;57;58;20;33;19;55;53;6;24;14;40;43;13;25;51;27;29;31;11
1500;59;36;40;33;6;45;32;9;53;4;57;22;51;10;20;7;24;60;54;17
1501;29;16;57;41;55;25;13;47;11;45;42;53;9;18;23;36;54;3;46;10
1502;33;17;30;51;52;4;13;21;36;56;50;43;32;60;12;55;1;49;27;3
1503;51;45;25;26;18;50;21;57;22;20;40;38;17;46;52;3;31;34;27;1
1504;15;28;30;10;27;32;19;9;23;55;26;33;51;21;58;7;60;29;36;53
1505;42;16;10;2;51;47;9;55;49;14;3;1;28;53;30;60;23;40;29;32
1506;30;59;2;8;52;23;44;19;38;53;29;21;41;50;31;17;25;4;46;56
1507;60;18;10;25;28;26;24;51;49;38;30;50;53;12;58;48;34;17;21;57
1508;36;3;46;20;40;12;8;26;29;25;31;47;24;56;54;22;53;17;18;28
1509;51;27;28;53;24;22;50;30;48;11;17;49;59;20;38;35;40;42;9;32
1510;38;19;59;49;35;25;4;58;54;13;2;52;51;23;31;11;10;14;1;27
1511;17;26;22;3;8;40;1;38;59;25;15;35;51;34;27;60;11;10;53;21
1512;26;52;24;36;16;54;21;59;4;29;42;12;2;44;6;14;47;27;45;43
1513;49;26;32;54;57;31;40;30;58;13;15;38;10;27;43;39;35;48;44;18
1514;26;12;22;57;21;46;11;42;41;49;1;38;58;53;7;59;30;20;32;13
1515;45;34;57;30;35;28;15;7;17;6;8;54;52;58;50;18;36;23;37;38
1516;13;36;25;50;54;53;27;58;23;6;16;12;30;33;56;49;29;3;40;28
1517;57;32;8;55;49;48;52;54;10;14;29;31;16;26;58;3;38;23;51;56
1518;56;3;40;29;36;1;22;59;28;6;38;53;18;5;30;17;27;26;14;25
1519;48;25;54;39;19;29;45;46;31;22;55;57;21;49;37;12;23;20;4;30
1520;31;1;42;17;15;38;9;10;14;32;54;60;11;48;6;51;7;58;45;52
1521;47;6;25;49;29;21;11;32;23;22;39;35;54;38;27;16;7;56;20;13
1522;38;3;46;52;9;36;30;37;31;45;48;51;7;4;29;8;55;47;42;18
1523;15;56;16;58;38;42;36;3;57;52;18;60;41;7;8;26;6;11;12;40
1524;13;54;42;40;30;44;27;35;39;29;36;34;28;20;1;17;23;14;18;45
1525;10;30;3;6;21;43;34;31;1;20;26;2;46;4;18;41;16;13;5;37
1526;47;9;13;30;15;36;25;29;6;49;48;52;37;32;56;44;40;26;39;51
1527;52;50;57;40;46;53;28;8;35;32;55;4;54;10;11;25;12;21;29;56
1528;56;12;24;53;44;40;17;16;43;36;52;7;60;22;11;1;30;4;58;48
1529;38;40;14;60;22;28;56;4;13;55;2;11;23;30;8;49;1;12;39;54
1530;41;42;1;54;34;8;59;23;36;30;38;9;5;27;58;57;47;13;60;48
1531;45;18;2;17;21;52;42;27;35;5;11;38;31;6;14;32;25;30;41;13
1532;22;21;19;46;56;49;44;8;23;2;27;29;25;20;15;55;54;50;58;53
1533;18;56;15;29;31;51;7;42;9;40;35;48;49;6;23;39;50;37;32;28
1534;17;15;25;11;59;4;55;37;14;56;51;50;5;26;53;29;54;28;32;7
1535;32;48;2;14;26;39;34;58;3;5;25;8;45;55;21;51;15;44;28;13
1536;7;47;5;42;4;11;60;12;58;26;33;1;45;46;55;51;28;21;36;43
1537;4;51;13;12;48;6;45;53;55;18;19;8;27;16;7;26;14;60;40;3
1538;21;36;1;28;49;37;50;34;15;10;9;25;32;48;19;7;53;24;20;57
1539;59;15;9;51;53;32;35;55;44;3;17;10;48;4;13;57;5;2;50;39
1540;47;36;12;7;50;3;5;38;33;29;24;32;26;1;20;58;39;30;15;48
1541;48;18;14;4;6;60;12;32;46;21;49;37;8;36;41;28;11;22;20;2
1542;7;54;21;20;59;43;15;51;49;12;48;31;18;60;24;16;14;32;13;36
1543;17;44;8;60;56;39;48;58;15;34;53;28;54;3;40;50;5;23;18;46
1544;33;26;1;57;25;56;41;4;19;35;20;10;60;34;37;27;55;46;59;21
1545;19;17;5;27;42;38;58;43;33;13;16;15;53;1;28;48;10;8;40;47
1546;39;12;55;41;46;14;26;11;27;43;10;7;51;5;33;9;59;15;35;20
1547;46;3;50;14;43;11;19;21;29;31;52;10;4;23;8;7;37;39;17;32
1548;42;4;46;47;34;2;6;21;9;23;31;15;11;60;36;56;53;25;43;38
1549;19;11;49;55;2;29;10;40;43;51;50;13;35;16;44;4;56;20;9;39
1550;30;58;17;10;25;36;29;44;13;60;12;54;18;31;47;23;42;49;37;5
1551;55;27;31;22;60;16;20;5;44;36;29;52;2;26;24;18;48;50;25;6
1552;37;5;42;4;16;2;10;6;57;43;51;19;55;50;24;21;14;29;8;53
1553;28;24;47;19;60;55;57;39;56;26;37;20;18;36;14;58;13;6;33;32
1554;16;4;45;38;26;25;29;9;6;51;54;10;12;5;14;44;19;34;55;24
1555;45;11;53;3;46;2;55;50;8;32;41;36;21;4;26;6;29;48;51;52
1556;16;51;58;10;46;44;5;7;17;48;54;18;38;25;11;21;29;8;24;34
1557;43;12;54;50;10;28;21;22;47;4;15;7;5;33;42;32;35;34;55;17
1558;12;48;17;34;11;35;51;41;53;23;50;25;36;60;20;29;5;1;6;26
1559;37;56;29;23;24;38;53;51;5;3;41;15;25;52;36;45;21;27;11;40
1560;22;4;30;23;41;59;51;20;46;27;43;31;48;6;37;54;34;33;60;32
1561;4;54;23;41;5;45;10;38;19;42;32;58;55;40;48;2;25;57;35;11
1562;55;60;49;22;34;44;21;16;59;14;50;53;6;17;7;48;5;26;11;42
1563;43;17;54;53;27;42;9;16;7;46;6;29;15;60;18;33;48;21;45;26
1564;43;59;57;35;41;58;46;39;56;34;18;54;37;44;47;24;45;30;40;6
1565;25;27;24;12;15;30;50;23;53;42;4;21;9;1;43;6;26;39;57;37
1566;29;56;2;15;49;21;54;51;4;42;10;47;33;55;57;44;43;38;16;25
1567;60;30;27;37;34;16;58;8;7;5;55;15;53;49;17;52;20;42;31;29
1568;49;46;52;17;32;11;21;50;15;58;41;54;30;3;31;34;44;5;14;43
1569;54;2;22;25;1;55;15;16;51;43;10;6;37;36;49;52;42;44;56;39
1570;31;46;57;59;1;22;44;5;55;36;21;58;15;52;12;7;14;23;17;6
1571;10;58;41;52;30;26;33;3;40;8;56;57;23;21;51;39;45;29;59;13
1572;6;31;49;14;25;41;2;24;59;8;21;38;11;13;22;48;37;54;47;57
1573;48;1;16;31;50;40;29;34;35;11;30;18;53;44;47;32;52;15;6;57
1574;55;3;27;38;41;5;33;52;31;20;25;13;21;37;23;45;42;9;54;17
1575;60;13;35;4;53;18;15;32;38;37;55;51;47;43;14;17;7;3;54;44
1576;23;26;38;50;3;55;54;12;30;27;17;14;48;60;2;8;58;19;16;52
1577;23;10;34;44;35;16;33;48;60;2;25;39;37;41;54;15;6;57;3;51
1578;40;49;5;50;27;51;3;57;33;36;56;54;59;22;9;55;20;23;10;16
1579;48;57;30;22;28;24;58;15;53;23;45;35;27;49;34;11;44;29;25;55
1580;56;49;30;16;54;5;28;43;36;38;48;27;35;9;11;6;3;15;1;17
1581;48;2;25;53;24;57;13;45;30;28;19;20;6;27;22;47;46;1;55;26
1582;55;43;53;28;8;59;25;57;22;3;17;13;39;11;29;24;5;9;54;40
1583;17;23;29;37;56;2;25;20;55;31;32;1;27;18;30;51;14;52;4;3
1584;1;31;42;20;44;34;23;4;48;24;49;52;55;22;57;43;17;25;56;7
1585;20;32;31;18;9;57;48;58;25;34;60;8;59;54;40;7;29;45;26;3
1586;12;22;24;5;31;53;19;42;47;13;60;48;8;41;26;38;34;14;9;33
1587;31;60;43;52;38;27;42;49;26;58;14;59;41;16;25;18;47;56;46;39
1588;30;21;51;59;36;5;44;29;58;41;37;42;20;6;10;24;33;52;14;56
1589;3;54;1;53;60;37;34;6;59;39;31;33;29;57;44;40;51;8;22;16
1590;28;17;27;49;59;54;30;22;56;35;57;38;32;46;6;14;4;18;55;26
1591;56;24;29;30;34;59;9;37;51;57;25;11;40;18;28;33;39;60;5;44
1592;52;27;26;44;30;50;54;49;15;6;58;55;56;60;46;31;19;25;9;13
1593;12;7;1;19;35;32;21;59;27;40;31;22;15;13;49;37;33;45;42;48
1594;13;9;37;27;21;7;16;55;58;52;32;38;19;11;36;60;51;31;26;39
1595;34;5;30;51;7;4;55;31;16;20;18;41;60;42;11;23;58;56;9;57
1596;41;57;2;32;27;5;52;51;59;28;48;3;4;20;45;21;50;14;26;17
1597;56;58;60;47;26;40;38;21;23;10;18;22;34;20;14;9;17;6;30;12
1598;22;16;18;53;42;30;29;58;46;28;3;23;47;7;52;32;21;55;24;43
1599;45;31;47;9;54;37;23;44;56;46;16;14;24;33;57;59;1;18;29;52
1600;9;48;58;30;11;43;41;46;36;3;25;2;4;22;35;18;34;52;14;13
1601;3;13;23;27;22;29;54;26;30;49;58;38;41;20;39;53;60;46;52;16
1602;18;16;23;25;20;45;26;28;29;30;40;35;4;2;57;12;24;60;15;8
1603;44;24;40;11;45;35;3;14;54;4;16;9;1;13;5;19;42;37;39;32
1604;10;3;50;14;37;5;9;58;43;8;36;52;35;18;32;34;13;26;48;44
1605;22;30;51;53;20;10;1;18;42;39;2;57;59;7;21;52;4;23;16;24
1606;60;1;45;21;31;18;17;51;40;6;57;2;49;46;20;11;59;47;5;34
1607;53;9;51;12;39;49;7;10;31;28;47;52;37;57;36;27;2;44;38;6
1608;14;2;23;3;48;57;42;38;24;54;33;9;52;55;11;5;60;32;19;51
1609;38;58;15;14;16;59;55;36;56;43;29;17;28;42;3;12;57;51;37;10
1610;7;25;20;30;9;3;60;35;43;27;47;24;6;39;38;8;5;55;58;28
1611;37;41;11;45;49;55;46;32;12;36;22;24;26;8;28;56;53;17;18;54
1612;12;34;50;29;3;44;37;36;13;19;8;1;32;28;24;52;48;5;56;33
1613;30;19;14;24;35;7;49;17;53;34;59;43;56;38;25;2;28;29;60;44
1614;10;14;12;28;26;19;31;39;29;24;33;20;36;17;11;1;21;51;2;34
1615;21;55;13;16;39;26;3;50;47;28;34;2;32;12;58;4;15;56;51;17
1616;32;16;15;59;21;10;46;60;51;43;35;14;25;28;9;24;27;40;12;5
1617;17;1;28;2;44;22;16;7;19;42;31;43;46;3;20;36;14;18;13;15
1618;23;56;48;46;29;36;52;38;21;49;3;7;41;32;43;14;15;6;35;10
1619;59;11;53;5;38;29;3;22;33;25;43;24;21;40;36;42;6;27;56;50
1620;5;49;51;34;26;7;45;18;24;48;25;59;33;36;31;8;17;4;52;38
1621;18;38;30;56;45;6;47;49;15;29;36;14;51;40;55;9;27;50;19;28
1622;16;4;41;57;3;48;1;14;43;42;44;2;9;8;39;52;29;20;10;59
1623;29;19;31;24;52;56;26;35;23;20;6;60;22;28;41;53;4;27;7;17
1624;18;30;24;21;39;5;2;12;23;22;49;58;29;44;45;26;7;3;33;14
1625;48;24;28;39;10;7;34;49;16;55;14;26;2;21;42;5;4;11;43;47
1626;29;55;11;5;28;40;51;18;13;52;36;26;57;19;2;25;17;44;32;56
1627;57;29;37;26;46;50;21;48;14;25;30;9;17;10;38;42;32;7;36;27
1628;24;14;52;17;43;4;7;54;55;27;10;51;32;18;53;30;8;25;57;39
1629;43;25;49;41;30;31;56;18;4;20;48;36;26;9;6;15;33;5;60;55
1630;53;20;28;36;34;33;49;22;13;43;51;44;10;42;59;47;9;32;57;16
1631;19;2;37;13;12;50;7;31;40;44;34;25;48;26;16;51;39;5;49;10
1632;52;60;23;21;27;32;5;4;29;20;41;8;1;49;3;50;7;51;40;10
1633;10;25;55;24;51;26;32;27;49;5;30;37;9;53;3;11;41;2;33;47
1634;55;25;17;36;21;18;40;41;22;7;8;53;11;51;44;4;31;56;52;54
1635;1;31;20;5;3;60;24;26;18;41;15;58;47;19;10;22;21;52;34;11
1636;32;1;52;8;4;6;16;27;20;5;22;36;30;23;24;48;49;56;21;34
1637;57;58;14;31;30;56;8;27;20;28;38;59;6;52;49;45;12;1;41;26
1638;2;22;6;31;7;17;58;39;53;20;50;9;55;56;47;52;27;38;24;42
1639;43;19;47;6;33;3;37;57;40;45;16;42;18;5;32;2;23;14;27;53
1640;47;33;9;17;45;15;10;55;22;14;35;24;27;11;43;44;59;53;49;25
1641;53;14;36;59;12;35;22;50;24;5;47;9;13;28;48;15;26;44;32;16
1642;33;51;25;45;59;24;38;22;36;48;7;13;30;5;28;12;18;1;50;6
1643;28;46;56;1;39;48;34;40;37;55;41;27;49;31;26;17;51;19;30;11
1644;33;50;48;13;39;36;58;17;20;24;44;28;40;38;3;46;29;22;14;49
1645;31;9;5;18;24;16;37;12;54;1;55;30;47;52;11;14;34;23;27;29
1646;51;50;35;58;43;48;56;59;28;27;1;52;33;18;4;36;42;45;14;60
1647;32;60;21;59;2;47;7;34;55;29;15;20;33;54;51;14;38;37;11;50
1648;11;59;53;39;21;38;54;5;48;55;18;56;57;7;31;14;49;13;36;27
1649;25;28;14;13;36;51;20;35;4;26;33;24;56;53;23;43;16;55;6;39
1650;17;38;42;39;14;51;45;44;48;53;10;19;28;6;55;21;8;13;30;29
1651;17;19;39;29;20;36;58;40;57;33;5;26;21;11;53;16;7;18;41;28
1652;7;34;50;16;40;31;43;17;24;6;58;53;4;38;59;46;9;52;3;55
1653;54;52;50;56;55;41;19;31;22;42;34;35;40;37;49;10;44;1;59;16
1654;18;19;32;39;33;57;13;48;46;5;37;44;36;43;1;28;14;34;21;3
1655;13;32;1;16;41;7;24;18;10;38;22;27;48;4;52;51;9;25;31;20
1656;19;31;10;9;59;8;53;14;52;5;50;1;36;56;54;6;20;44;16;48
1657;12;46;13;48;17;7;6;52;10;34;43;58;5;32;51;31;42;9;29;4
1658;5;55;45;60;18;58;54;41;16;14;51;50;29;36;8;56;6;28;2;43
1659;52;39;60;17;48;57;10;58;13;1;32;47;36;30;25;24;33;29;56;19
1660;59;19;48;41;43;31;33;14;22;34;24;11;49;8;1;39;20;37;54;29
1661;33;57;54;2;55;48;58;3;50;27;18;30;41;56;26;38;44;13;24;4
1662;40;1;45;22;4;47;39;27;59;42;50;55;9;2;60;24;49;17;6;54
1663;32;8;44;4;38;54;22;55;33;39;11;20;50;1;41;17;35;19;56;60
1664;25;23;41;28;30;10;49;56;43;59;14;57;53;19;17;60;26;48;46;32
1665;37;38;54;46;60;27;35;47;13;24;50;4;16;43;19;26;12;36;57;30
1666;8;43;46;17;41;22;27;12;21;7;52;15;20;60;14;29;58;53;2;23
1667;46;19;60;5;10;6;23;52;1;29;20;40;55;4;12;54;36;22;8;41
1668;44;14;27;30;7;39;43;45;59;57;38;5;52;53;50;41;48;36;22;47
1669;54;34;27;60;52;32;38;10;35;15;30;36;33;20;49;2;9;47;40;14
1670;7;60;47;3;16;19;58;21;59;29;14;1;30;49;52;54;11;5;41;31
1671;28;26;8;60;11;22;27;38;23;53;18;39;43;15;52;59;58;41;45;4
1672;53;33;50;40;48;47;49;29;34;18;31;39;3;30;14;11;8;42;10;20
1673;4;6;42;56;39;27;1;10;51;48;54;52;24;19;16;36;35;14;3;55
1674;28;59;4;38;17;31;8;14;60;9;26;3;44;18;57;36;52;46;53;16
1675;1;59;41;53;51;45;57;37;19;36;6;20;25;4;9;31;38;8;29;26
1676;36;28;14;2;13;3;45;30;50;7;53;5;24;42;54;59;12;9;40;43
1677;32;30;31;48;19;36;29;54;24;51;53;5;42;25;38;50;16;2;60;18
1678;55;35;53;59;36;4;49;19;52;24;33;48;6;2;37;51;50;47;9;12
1679;41;6;47;7;46;28;31;52;20;3;11;16;60;19;26;23;29;1;40;10
1680;4;43;46;48;29;22;57;44;11;55;41;15;26;60;59;40;37;17;10;34
1681;8;30;37;57;28;23;10;20;45;31;43;25;54;22;46;3;32;50;47;41
1682;25;5;55;57;4;9;52;19;40;47;37;11;27;28;45;3;36;20;16;30
1683;37;32;47;16;20;4;51;38;53;14;55;48;5;42;27;11;49;56;23;57
1684;40;19;21;9;24;10;6;13;56;18;48;23;49;47;46;27;43;31;7;55
1685;31;58;11;60;59;9;26;16;32;49;5;36;18;46;25;19;30;39;48;47
1686;52;14;18;53;9;26;30;37;27;11;60;16;57;46;13;36;29;49;48;7
1687;13;41;1;34;29;15;17;8;60;26;4;44;54;33;16;28;22;36;14;52
1688;51;17;48;52;1;11;6;60;5;58;44;56;16;13;24;54;4;3;23;35
1689;34;26;30;46;10;43;20;35;40;53;39;28;54;49;3;31;24;47;4;37
1690;49;12;56;60;7;32;53;19;35;8;14;10;48;29;41;58;17;24;33;57
1691;59;37;24;46;40;27;13;11;55;14;23;5;9;38;18;35;17;56;36;32
1692;56;16;9;39;37;12;41;3;59;31;21;8;60;7;34;26;30;42;10;44
1693;30;42;8;27;35;29;56;38;17;6;12;10;16;32;50;45;1;34;28;21
1694;14;38;3;51;18;16;45;37;17;50;42;20;5;53;56;1;54;11;58;27
1695;13;57;48;12;37;46;33;17;28;29;41;24;6;42;36;59;11;56;18;1
1696;8;39;46;3;9;32;55;2;25;33;52;34;58;11;51;10;15;53;5;44
1697;23;22;20;5;27;18;58;56;54;26;7;4;1;35;42;57;51;21;34;25
1698;47;29;40;10;18;60;54;37;5;26;35;55;32;56;7;41;21;27;11;30
1699;29;13;9;27;30;5;33;50;26;54;4;28;11;53;7;47;57;31;21;1
1700;34;33;37;16;45;10;28;15;46;22;20;58;23;12;4;39;7;26;1;42
1701;26;50;1;57;51;36;15;24;53;6;7;11;8;47;32;43;54;56;21;55
1702;51;53;55;4;21;58;34;60;57;54;12;31;11;23;8;41;20;25;35;44
1703;33;48;28;31;57;58;53;6;39;50;42;14;49;12;19;32;35;11;21;34
1704;18;53;34;39;1;59;52;49;60;35;4;41;36;11;56;17;8;24;55;54
1705;28;4;9;20;34;23;42;36;45;3;24;18;44;11;6;7;33;5;57;48
1706;4;11;37;17;36;43;46;13;56;31;33;60;47;39;10;49;48;16;14;15
1707;23;25;32;16;55;36;29;3;11;12;57;8;45;35;4;1;53;51;47;15
1708;44;38;4;37;32;52;5;54;30;22;19;31;14;3;43;7;6;26;59;33
1709;20;57;42;2;22;28;5;16;17;1;19;45;58;56;9;33;43;55;3;13
1710;58;42;22;48;2;6;45;33;57;56;35;27;16;60;10;18;13;37;51;19
1711;53;28;50;41;36;21;38;39;29;56;20;11;35;26;13;32;5;15;52;14
1712;15;28;51;17;14;1;58;48;8;54;19;49;55;37;26;41;16;6;52;59
1713;57;49;34;30;21;11;29;14;40;7;10;24;58;52;8;18;43;23;31;15
1714;2;40;43;19;10;53;4;39;28;11;42;45;56;21;22;60;18;36;48;51
1715;4;2;50;5;22;34;15;30;48;21;27;29;59;9;6;35;13;18;38;41
1716;36;20;14;53;12;52;57;8;56;50;17;28;22;9;41;2;42;26;38;59
1717;23;12;14;38;3;56;27;51;18;1;11;6;32;58;15;37;40;57;44;53
1718;47;3;20;19;13;17;59;60;45;18;12;35;26;10;53;51;29;1;24;28
1719;48;52;27;11;23;36;7;9;21;16;47;42;53;6;4;20;38;37;33;55
1720;20;45;22;3;21;18;51;7;26;9;17;27;59;6;39;42;11;25;33;36
1721;43;10;38;55;35;44;34;51;20;24;58;28;18;17;53;9;13;57;11;48
1722;17;53;10;32;56;16;42;3;25;2;19;40;46;47;49;50;1;20;14;52
1723;53;6;45;43;7;28;30;52;32;51;8;4;38;11;29;34;24;25;19;2
1724;56;36;24;23;29;28;6;10;38;7;60;16;48;22;46;13;34;17;44;2
1725;49;54;55;60;11;34;59;3;5;52;57;19;4;50;51;8;56;46;47;31
1726;31;2;17;36;26;27;57;3;9;51;42;29;45;38;34;37;7;15;47;33
1727;27;56;33;41;23;58;43;35;8;7;20;17;29;1;51;57;30;16;42;54
1728;38;13;28;49;14;2;19;48;36;58;22;3;25;27;53;6;20;47;60;41
1729;32;15;20;47;3;10;60;11;14;4;53;8;39;33;58;30;19;36;55;7
1730;15;50;22;7;11;26;60;20;28;13;9;8;24;37;57;25;59;53;34;58
1731;8;39;2;3;59;45;56;31;18;11;55;44;42;4;16;22;50;47;34;37
1732;49;37;12;17;59;31;9;51;21;4;55;25;6;44;24;57;41;2;26;3
1733;40;52;27;5;41;57;3;48;10;8;51;45;59;32;4;13;56;7;11;42
1734;13;20;39;1;19;37;34;12;53;35;9;40;21;43;60;42;27;41;49;28
1735;8;54;13;40;59;26;11;34;41;55;7;48;57;29;31;35;10;25;24;28
1736;51;41;47;30;52;29;26;8;24;12;34;56;37;36;22;60;4;1;19;33
1737;43;1;53;55;24;58;57;44;28;21;2;51;16;54;35;29;42;12;6;56
1738;17;59;39;6;16;4;25;44;54;12;27;10;28;53;55;31;40;15;5;22
1739;7;8;40;28;57;53;34;45;19;44;32;38;23;52;30;27;9;11;15;35
1740;20;5;36;28;46;23;57;39;54;27;60;25;33;56;59;35;55;30;40;1
1741;9;21;30;12;39;27;25;50;3;34;20;58;32;60;31;53;38;29;36;49
1742;8;34;58;22;47;20;48;41;4;14;42;44;6;53;54;17;5;23;11;33
1743;12;54;33;40;7;20;9;48;59;15;23;8;43;47;42;41;31;57;13;25
1744;27;35;21;36;38;7;57;51;47;39;22;12;18;30;41;44;52;53;54;40
1745;40;9;7;15;5;46;32;6;52;12;19;29;17;50;49;4;35;18;3;1
1746;30;28;14;49;20;60;36;8;12;10;58;53;45;33;48;5;41;11;32;51
1747;4;36;40;38;10;34;50;22;18;14;15;48;17;42;16;35;13;33;55;19
1748;49;48;55;44;32;35;19;37;17;28;56;10;3;2;21;29;40;51;12;4
1749;9;49;53;17;50;54;52;20;2;47;5;6;27;51;28;44;19;11;22;39
1750;46;43;50;28;33;23;37;31;8;47;5;54;16;53;27;12;29;34;10;60
1751;57;24;48;5;20;40;21;31;37;53;51;50;15;39;1;23;8;59;22;11
1752;24;43;1;8;59;26;3;21;55;4;60;11;49;20;47;2;16;44;56;46
1753;17;39;8;43;32;46;27;22;9;40;23;53;1;45;11;4;57;54;42;14
1754;16;41;24;5;2;48;9;22;57;21;14;54;31;34;20;6;40;60;59;49
1755;34;37;43;49;59;51;52;12;29;11;54;13;9;50;19;28;40;47;32;60
1756;47;35;10;24;18;57;8;40;56;4;15;37;36;25;31;11;21;13;58;33
1757;25;32;5;55;41;50;57;22;59;39;51;13;1;14;46;7;19;52;15;8
1758;22;38;19;36;45;48;5;18;13;40;30;8;54;3;60;7;16;29;59;20
1759;23;51;6;60;38;16;25;47;30;58;1;34;24;7;4;9;21;14;26;8
1760;37;8;28;33;35;5;12;2;56;30;9;20;57;59;27;29;46;4;54;15
1761;36;1;51;32;29;25;44;35;39;58;2;53;28;27;10;13;14;19;45;4
1762;42;53;10;13;1;4;19;46;34;51;15;27;38;55;31;9;48;52;30;39
1763;51;16;30;27;20;7;59;8;17;33;22;29;6;49;23;58;45;1;31;2
1764;15;26;19;23;3;5;8;55;2;53;30;11;4;54;10;21;35;14;33;40
1765;57;37;38;22;55;25;36;21;6;52;8;47;44;10;51;49;45;13;23;12
1766;11;31;22;4;45;33;57;18;56;19;26;1;51;40;13;9;39;10;37;29
1767;35;32;10;30;3;50;21;28;31;7;6;53;27;48;17;54;44;57;12;41
1768;34;42;24;52;32;46;28;41;25;17;31;59;20;33;55;30;12;56;38;22
1769;24;45;18;15;9;56;4;52;37;16;7;10;17;28;50;19;40;20;53;60
1770;51;29;46;8;31;6;16;5;57;12;14;18;30;40;36;43;60;19;9;45
